Variable name,Unit,Description (EN),Description (FR),Size,Type,Default value,Minimum value,Maximum value,Observations,Level,,Package,Inherit,Methods,Constant Name,Constant Value,Class description,Daughter classes
mag,-,Magnetic module,,0,Magnetics,,,,,,,Simulation,Simulation,run,VERSION,1,Five sequential weak coupling multi physics simulation,
struct,-,Structural module,,0,Structural,,,,,,,,,,,,,
