Variable name,Unit,Description (EN),Size,Type,Default value,Minimum value,Maximum value,,Package,Inherit,Methods,Constant Name,Constant Value,Class description
time,s,Electrical time vector (no symmetry) to import,Nt_tot,Import,None,,,,Simulation,Input,gen_input,VERSION,1,Input to start with the structural one 
angle,rad,Electrical position vector (no symmetry) to import,Na_tot,Import,None,,,,,,,,,
Prad,N.m^2,Radial magnetic air-gap surface force,"(Nt_tot ,Na_tot)",Import,None,,,,,,,,,
Ptan,N.m^2,Tangential magnetic air-gap surface force,"(Nt_tot ,Na_tot)",Import,None,,,,,,,,,
